# Residuals   
# Time        	p             	Ux            	Uy            	k             	omega         
68            	4.997537e-02	1.328113e-02	1.370607e-02	4.840781e-04	9.562418e-05
69            	4.121580e-02	1.341747e-02	1.206809e-02	4.476849e-04	9.110634e-05
70            	3.398543e-02	1.334650e-02	1.097502e-02	4.201738e-04	8.749327e-05
71            	2.910713e-02	1.298224e-02	1.038766e-02	3.934220e-04	8.516928e-05
72            	2.512137e-02	1.240398e-02	1.000731e-02	3.830595e-04	8.221308e-05
73            	2.131828e-02	1.167965e-02	9.643143e-03	3.727331e-04	8.048373e-05
74            	1.882001e-02	1.083885e-02	9.290631e-03	3.667803e-04	7.896930e-05
75            	1.636801e-02	1.003760e-02	8.968782e-03	3.604175e-04	7.749404e-05
76            	1.474961e-02	9.293065e-03	8.715194e-03	3.484987e-04	7.558947e-05
77            	1.323424e-02	8.613782e-03	8.579227e-03	3.328526e-04	7.390170e-05
78            	1.201903e-02	7.994497e-03	8.529712e-03	3.180627e-04	7.190088e-05
79            	1.086317e-02	7.425807e-03	8.552997e-03	2.993664e-04	6.989368e-05
80            	9.847491e-03	6.932657e-03	8.640200e-03	2.820440e-04	6.748611e-05
